Altium Designer Pick and Place Locations
C:\Users\Elio Fagundez\Documents\GitHub\dashcam\Hardware\Altium Files - Dashcam CPU\05.07.2024\Manufacturing\Assembly\Pick Place\Dashcam CPU_V1.0 A_A_2024-05-07.csv

========================================================================================================================
File Design Information:

Date:       07/05/24
Time:       10:24
Revision:   Not in VersionControl
Variant:    Base Variant
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"L1","MCKK2012TR47M","TopLayer","IND_0805_INDC2012X10N","55.1712","22.0718","0","Inductor Power Chip Multi-Layer 0.47uH 20% 1MHz Metal 3.1A 0.039Ohm DCR 0805 T/R"
"L2","MCKK2012TR47M","TopLayer","IND_0805_INDC2012X10N","57.3556","16.7886","0","Inductor Power Chip Multi-Layer 0.47uH 20% 1MHz Metal 3.1A 0.039Ohm DCR 0805 T/R"
"L3","MCKK2012TR47M","TopLayer","IND_0805_INDC2012X10N","57.3302","11.7340","0","Inductor Power Chip Multi-Layer 0.47uH 20% 1MHz Metal 3.1A 0.039Ohm DCR 0805 T/R"
"L4","MCKK2012TR47M","TopLayer","IND_0805_INDC2012X10N","51.4120","7.6954","0","Inductor Power Chip Multi-Layer 0.47uH 20% 1MHz Metal 3.1A 0.039Ohm DCR 0805 T/R"
"L5","MCKK2012TR47M","TopLayer","IND_0805_INDC2012X10N","44.0714","6.9334","270","Inductor Power Chip Multi-Layer 0.47uH 20% 1MHz Metal 3.1A 0.039Ohm DCR 0805 T/R"
"L6","MCKK2012TR47M","TopLayer","IND_0805_INDC2012X10N","48.6688","22.0718","180","Inductor Power Chip Multi-Layer 0.47uH 20% 1MHz Metal 3.1A 0.039Ohm DCR 0805 T/R"
"Q1","DMN61D9UWQ-13","TopLayer","SOT-323","57.3302","27.0502","90","N-Channel Enhancement Mode MOSFET 60V 340mA 3-Pin SOT-323 T/R"
"R1","RC0201FR-0710KL","BottomLayer","RES_0201_RESC0603X02N","3.9736","21.6440","90","SMD Chip Resistor, 10 kOhm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R2","RC0201FR-07240RL","BottomLayer","RES_0201_RESC0603X02N","17.2324","20.3740","270","SMD Chip Resistor, 240 Ohm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R3","RC0201FR-07200RL","BottomLayer","RES_0201_RESC0603X02N","23.5990","28.8536","90","SMD Chip Resistor, 200 Ohm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R4","RC0201FR-078K2L","BottomLayer","RES_0201_RESC0603X02N","25.2246","28.8536","270","Res Thick Film 0201 8.2K Ohm 1% 1/20W ±200ppm/°C Molded SMD Paper T/R"
"R5","RC0201FR-07200RL","BottomLayer","RES_0201_RESC0603X02N","24.4118","28.8536","90","SMD Chip Resistor, 200 Ohm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R6","RC0201FR-078K2L","BottomLayer","RES_0201_RESC0603X02N","31.5238","11.2514","90","Res Thick Film 0201 8.2K Ohm 1% 1/20W ±200ppm/°C Molded SMD Paper T/R"
"R7","RC0201FR-0710KL","BottomLayer","RES_0201_RESC0603X02N","28.2472","32.5874","180","SMD Chip Resistor, 10 kOhm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R9","RC0201FR-07100KL","BottomLayer","RES_0201_RESC0603X02N","31.8794","28.5742","270","SMD Chip Resistor, 100 kOhm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R10","RC0201FR-07100KL","BottomLayer","RES_0201_RESC0603X02N","33.2510","28.5742","270","SMD Chip Resistor, 100 kOhm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R11","RC0201FR-07100KL","BottomLayer","RES_0201_RESC0603X02N","29.1616","28.5742","270","SMD Chip Resistor, 100 kOhm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R12","RC0201JR-074M7L","BottomLayer","RES_0201_RESC0603X02N","39.3724","18.8460","0","SMD Chip Resistor, 4.7 MOhm, ± 5%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R13","ERJ-2GEJ514X","BottomLayer","RES_0402_RESC1005X04N","36.8578","22.9354","270","SMD Chip Resistor, 510 kOhm, ± 5%, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R14","ERJ-2GE0R00X","BottomLayer","RES_0402_RESC1005X04N","35.0290","19.5318","0","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R15","ERJ-2RKF1001X","TopLayer","RES_0402_RESC1005X04N","53.7234","29.5394","180","RES SMD 1K OHM 1% 1/10W 0402"
"R16","RK73B1HTTC472J","BottomLayer","RES_0201_RESC0603X02N","36.9570","11.2268","0","Res Thick Film 0201 4.7K Ohm 5% 0.05W(1/20W) ±200ppm/C Pad SMD Automotive T/R"
"R17","RK73B1HTTC472J","BottomLayer","RES_0201_RESC0603X02N","36.9570","10.1854","0","Res Thick Film 0201 4.7K Ohm 5% 0.05W(1/20W) ±200ppm/C Pad SMD Automotive T/R"
"R18","RK73B1HTTC472J","BottomLayer","RES_0201_RESC0603X02N","23.3284","8.1820","180","Res Thick Film 0201 4.7K Ohm 5% 0.05W(1/20W) ±200ppm/C Pad SMD Automotive T/R"
"R19","RK73B1HTTC472J","BottomLayer","RES_0201_RESC0603X02N","23.3284","8.9948","180","Res Thick Film 0201 4.7K Ohm 5% 0.05W(1/20W) ±200ppm/C Pad SMD Automotive T/R"
"R20","RK73B1HTTC472J","BottomLayer","RES_0201_RESC0603X02N","23.3284","10.5950","180","Res Thick Film 0201 4.7K Ohm 5% 0.05W(1/20W) ±200ppm/C Pad SMD Automotive T/R"
"R21","RK73B1HTTC472J","BottomLayer","RES_0201_RESC0603X02N","23.3284","9.8076","180","Res Thick Film 0201 4.7K Ohm 5% 0.05W(1/20W) ±200ppm/C Pad SMD Automotive T/R"
"R24","RK73B1HTTC472J","BottomLayer","RES_0201_RESC0603X02N","35.1052","15.5440","180","Res Thick Film 0201 4.7K Ohm 5% 0.05W(1/20W) ±200ppm/C Pad SMD Automotive T/R"
"R25","ERJ-2GEJ103X","BottomLayer","RES_0402_RESC1005X04N","10.4252","17.1228","90","Res Thick Film 0402 10K Ohm 5% 1/10W ±200ppm/°C Molded SMD Punched Carrier T/R"
"R26","ERJ-2GEJ103X","BottomLayer","RES_0402_RESC1005X04N","10.4252","18.7738","270","Res Thick Film 0402 10K Ohm 5% 1/10W ±200ppm/°C Molded SMD Punched Carrier T/R"
"R29","RC0402FR-07240RL","BottomLayer","RES_0402_RESC1005X04N","9.4092","12.8302","270","SMD Chip Resistor, 240 Ohm, ± 1%, 63 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R30","RC0402FR-07240RL","BottomLayer","RES_0402_RESC1005X04N","8.0122","13.5414","270","SMD Chip Resistor, 240 Ohm, ± 1%, 63 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R35","ERJ-2GE0R00X","BottomLayer","RES_0402_RESC1005X04N","55.6792","20.5478","0","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R36","ERJ-2GE0R00X","BottomLayer","RES_0402_RESC1005X04N","55.6792","19.5318","0","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R37","ERJ-2GE0R00X","BottomLayer","RES_0402_RESC1005X04N","55.6538","16.3568","90","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R38","ERJ-2GE0R00X","BottomLayer","RES_0402_RESC1005X04N","54.6124","16.3568","90","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R39","ERJ-2GE0R00X","TopLayer","RES_0402_RESC1005X04N","39.0422","12.2166","0","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R41","ERJ-2GE0R00X","BottomLayer","RES_0402_RESC1005X04N","44.0968","16.5600","270","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R42","ERJ-2GE0R00X","BottomLayer","RES_0402_RESC1005X04N","57.3048","20.0652","270","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R43","ERJ-2GE0R00X","BottomLayer","RES_0402_RESC1005X04N","58.3462","20.0652","270","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R44","ERJ-2GE0R00X","BottomLayer","RES_0402_RESC1005X04N","40.8710","8.9908","0","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R45","RC0201FR-07100KL","BottomLayer","RES_0201_RESC0603X02N","40.8710","8.0256","0","SMD Chip Resistor, 100 kOhm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R46","ERJ-2GE0R00X","TopLayer","RES_0402_RESC1005X04N","39.0422","11.2006","0","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R47","ERJ-2GE0R00X","TopLayer","RES_0402_RESC1005X04N","39.0422","13.2326","180","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R48","ERJ-2GE0R00X","TopLayer","RES_0402_RESC1005X04N","39.0422","10.1846","0","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R49","ERJ-2GE0R00X","TopLayer","RES_0402_RESC1005X04N","39.0422","14.2486","180","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"U1","MIMX8ML8DVNLZAB","TopLayer","IC_MPU_BGA548C50P29X29_1500X1500X148","25.0278","20.0250","0","i.MX 8M Plus, Consumer, / TRAY TRAY MULTIPLE DP BAKEABLE RoHS Compliant: Yes"
"U2","MT53E1G32D2FW-046WT:A","TopLayer","IC_DRAM_BGA200_0P65X0P8_10P1X14P6","8.0278","20.0250","180","LPDDR4 32G 1GX32 FBGA DDP"
"U3","SDINBDG4-32G-I1","TopLayer","IC_MEMORY_eMMC","45.7639","31.9933","0","Inand 7250 32GB Industrial Wide Temp -25C+85C EMMC5.1 HS400"
"U4","PCA9450CHNY","TopLayer","IC_PMIC_QFN40P800X800X100-57N-D","50.5876","14.9056","0","SAMPLE FPN ONLY - Power Management Specialized - PMIC PMIC for i.MX8M Plus(865S)"
"Y1","TSX-3225 24.0000MF15X-AC3","BottomLayer","CRYSTAL_24MHz_OSCCC320X250X60","39.2200","22.8846","0","24 MHz ±10ppm Crystal 9pF 40 Ohms 4-SMD, No Lead"
"Y2","ABS07-32.768KHZ-T","BottomLayer","CRYSTAL_ABS07-32.768KHZ-T","39.3724","17.0934","180","Crystal 0.032768MHz ±20ppm (Tol) 12.5pF Flexural 70000Ohm 2-Pin CSMD T/R"
"Y3","ABS07-32.768KHZ-T","TopLayer","CRYSTAL_ABS07-32.768KHZ-T","43.7920","13.4358","270","Crystal 0.032768MHz ±20ppm (Tol) 12.5pF Flexural 70000Ohm 2-Pin CSMD T/R"
